1106	100	30.446
1106	109	30.675
1106	118	29.445
1106	129	27.576
1106	140	24.627
1106	153	25.043
1106	166	23.205
1106	181	22.727
1106	197	20.761
1106	214	20.149
1106	233	18.4
1106	254	17.944
1106	276	15.234
1106	301	13.781
1106	327	12.514
1106	356	10.494
1106	388	8.601
1106	422	6.684
1106	459	4.56
1106	500	2.236
1276	100	29.488
1276	109	28.836
1276	118	28.042
1276	129	27.715
1276	140	26.9
1276	153	23.449
1276	166	22.82
1276	181	21.048
1276	197	21.593
1276	214	18.266
1276	233	16.972
1276	254	15.593
1276	276	13.864
1276	301	12.696
1276	327	10.823
1276	356	9.54
1276	388	8.823
1276	422	7.06
1276	459	5.963
1276	500	4.315
1471	100	25.841
1471	109	24.734
1471	118	23.424
1471	129	22.217
1471	140	22.423
1471	153	20.155
1471	166	20.619
1471	181	19.555
1471	197	19.206
1471	214	17.789
1471	233	15.862
1471	254	14.804
1471	276	13.515
1471	301	12.112
1471	327	10.211
1471	356	9.626
1471	388	8.29
1471	422	6.507
1471	459	5.37
1471	500	4.493
1696	100	18.725
1696	109	17.259
1696	118	17.545
1696	129	16.575
1696	140	17.325
1696	153	16.911
1696	166	16.151
1696	181	15.964
1696	197	15.047
1696	214	13.989
1696	233	13.235
1696	254	12.434
1696	276	11.471
1696	301	10.327
1696	327	9.208
1696	356	8.057
1696	388	7.224
1696	422	6.159
1696	459	4.94
1696	500	4.327
1956	100	12.004
1956	109	11.601
1956	118	11.878
1956	129	11.732
1956	140	11.281
1956	153	11.301
1956	166	10.587
1956	181	10.384
1956	197	10.236
1956	214	10.016
1956	233	9.527
1956	254	8.631
1956	276	8.477
1956	301	7.892
1956	327	6.834
1956	356	7.017
1956	388	5.874
1956	422	5.264
1956	459	4.311
1956	500	3.937
200	100	2.216
200	109	1.762
200	118	1.654
200	129	1.507
200	140	1.557
200	153	1.558
200	166	1.593
200	181	1.537
200	197	1.466
200	214	1.362
200	233	1.379
200	254	1.342
200	276	1.202
200	301	1.226
200	327	1.12
200	356	1.0
200	388	0.919
200	422	0.909
200	459	0.76
200	500	0.671
2256	100	6.578
2256	109	7.102
2256	118	6.713
2256	129	6.901
2256	140	7.018
2256	153	6.386
2256	166	6.478
2256	181	6.225
2256	197	6.106
2256	214	5.852
2256	233	5.865
2256	254	5.378
2256	276	5.123
2256	301	5.264
2256	327	4.966
2256	356	4.329
2256	388	4.236
2256	422	3.787
2256	459	3.391
2256	500	2.877
231	100	12.81
231	109	5.061
231	118	1.866
231	129	1.417
231	140	1.338
231	153	1.35
231	166	1.291
231	181	1.147
231	197	1.203
231	214	1.151
231	233	1.128
231	254	1.027
231	276	0.978
231	301	0.921
231	327	0.892
231	356	0.77
231	388	0.736
231	422	0.653
231	459	0.62
231	500	0.504
2601	100	3.654
2601	109	3.691
2601	118	3.733
2601	129	3.657
2601	140	3.508
2601	153	3.434
2601	166	3.514
2601	181	3.438
2601	197	3.315
2601	214	3.231
2601	233	3.112
2601	254	3.052
2601	276	2.98
2601	301	2.946
2601	327	2.756
2601	356	2.598
2601	388	2.511
2601	422	2.391
2601	459	2.089
2601	500	1.902
266	100	22.924
266	109	16.762
266	118	10.251
266	129	3.362
266	140	1.459
266	153	1.179
266	166	1.098
266	181	1.065
266	197	0.987
266	214	0.989
266	233	0.928
266	254	0.843
266	276	0.809
266	301	0.732
266	327	0.685
266	356	0.612
266	388	0.563
266	422	0.501
266	459	0.456
266	500	0.402
3000	100	1.693
3000	109	1.553
3000	118	1.69
3000	129	1.655
3000	140	1.737
3000	153	1.606
3000	166	1.575
3000	181	1.597
3000	197	1.58
3000	214	1.536
3000	233	1.458
3000	254	1.423
3000	276	1.465
3000	301	1.468
3000	327	1.393
3000	356	1.313
3000	388	1.238
3000	422	1.258
3000	459	1.103
3000	500	1.062
307	100	31.747
307	109	27.319
307	118	22.218
307	129	13.756
307	140	7.56
307	153	1.813
307	166	1.217
307	181	0.968
307	197	0.855
307	214	0.797
307	233	0.749
307	254	0.689
307	276	0.643
307	301	0.613
307	327	0.562
307	356	0.477
307	388	0.441
307	422	0.385
307	459	0.367
307	500	0.322
354	100	37.262
354	109	34.32
354	118	29.875
354	129	24.247
354	140	18.642
354	153	11.697
354	166	5.069
354	181	1.193
354	197	0.932
354	214	0.763
354	233	0.657
354	254	0.606
354	276	0.551
354	301	0.525
354	327	0.449
354	356	0.375
354	388	0.355
354	422	0.307
354	459	0.27
354	500	0.241
408	100	43.707
408	109	37.968
408	118	32.461
408	129	29.589
408	140	25.418
408	153	20.586
408	166	14.866
408	181	8.079
408	197	2.7
408	214	0.921
408	233	0.663
408	254	0.565
408	276	0.486
408	301	0.44
408	327	0.38
408	356	0.324
408	388	0.292
408	422	0.257
408	459	0.23
408	500	0.205
470	100	41.086
470	109	40.521
470	118	39.75
470	129	33.361
470	140	32.959
470	153	27.736
470	166	21.678
470	181	17.507
470	197	11.72
470	214	5.987
470	233	1.457
470	254	0.682
470	276	0.502
470	301	0.41
470	327	0.344
470	356	0.286
470	388	0.255
470	422	0.217
470	459	0.184
470	500	0.166
542	100	44.17
542	109	39.587
542	118	37.111
542	129	36.847
542	140	35.542
542	153	31.963
542	166	27.408
542	181	23.985
542	197	19.969
542	214	14.102
542	233	9.224
542	254	3.54
542	276	0.813
542	301	0.482
542	327	0.356
542	356	0.286
542	388	0.237
542	422	0.197
542	459	0.161
542	500	0.14
625	100	39.961
625	109	39.477
625	118	38.497
625	129	37.82
625	140	37.334
625	153	31.939
625	166	29.579
625	181	27.817
625	197	25.251
625	214	20.947
625	233	16.241
625	254	11.394
625	276	6.479
625	301	2.109
625	327	0.505
625	356	0.34
625	388	0.218
625	422	0.193
625	459	0.138
625	500	0.123
721	100	38.041
721	109	38.193
721	118	36.904
721	129	35.022
721	140	34.863
721	153	30.77
721	166	30.405
721	181	27.813
721	197	24.4
721	214	24.066
721	233	21.225
721	254	15.934
721	276	11.52
721	301	8.769
721	327	4.503
721	356	0.96
721	388	0.313
721	422	0.203
721	459	0.148
721	500	0.111
832	100	32.882
832	109	33.503
832	118	33.619
832	129	31.423
832	140	29.846
832	153	29.798
832	166	28.377
832	181	26.305
832	197	24.648
832	214	23.473
832	233	21.489
832	254	19.316
832	276	15.606
832	301	12.501
832	327	10.062
832	356	6.238
832	388	2.513
832	422	0.422
832	459	0.2
832	500	0.117
959	100	30.337
959	109	30.763
959	118	29.399
959	129	29.387
959	140	28.067
959	153	27.043
959	166	23.976
959	181	26.056
959	197	21.848
959	214	22.682
959	233	19.31
959	254	18.256
959	276	16.538
959	301	14.602
959	327	12.581
959	356	9.088
959	388	7.021
959	422	3.702
959	459	1.196
959	500	0.216
