1106	100	58.913
1106	109	58.03
1106	118	54.312
1106	129	54.176
1106	140	54.055
1106	153	51.198
1106	166	49.341
1106	181	46.555
1106	197	45.385
1106	214	41.552
1106	233	38.926
1106	254	37.743
1106	276	33.833
1106	301	30.942
1106	327	28.433
1106	356	24.044
1106	388	20.257
1106	422	15.335
1106	459	10.338
1106	500	4.918
1276	100	66.016
1276	109	60.971
1276	118	59.758
1276	129	57.13
1276	140	53.567
1276	153	50.169
1276	166	48.247
1276	181	43.603
1276	197	43.242
1276	214	38.193
1276	233	36.285
1276	254	32.531
1276	276	29.418
1276	301	26.865
1276	327	24.293
1276	356	21.903
1276	388	19.19
1276	422	16.725
1276	459	13.317
1276	500	9.833
1471	100	57.254
1471	109	56.837
1471	118	55.287
1471	129	53.884
1471	140	52.015
1471	153	50.571
1471	166	47.96
1471	181	43.101
1471	197	40.785
1471	214	38.543
1471	233	36.308
1471	254	31.531
1471	276	29.041
1471	301	25.013
1471	327	22.603
1471	356	19.02
1471	388	17.009
1471	422	15.143
1471	459	13.086
1471	500	11.059
1696	100	44.897
1696	109	46.742
1696	118	45.207
1696	129	42.686
1696	140	41.445
1696	153	40.547
1696	166	39.12
1696	181	37.64
1696	197	36.638
1696	214	33.53
1696	233	32.548
1696	254	28.699
1696	276	26.705
1696	301	23.95
1696	327	21.806
1696	356	18.481
1696	388	16.099
1696	422	13.349
1696	459	11.589
1696	500	9.604
1956	100	31.069
1956	109	30.997
1956	118	30.12
1956	129	29.551
1956	140	28.978
1956	153	27.991
1956	166	27.487
1956	181	26.363
1956	197	25.682
1956	214	25.442
1956	233	23.596
1956	254	22.282
1956	276	20.787
1956	301	19.857
1956	327	17.899
1956	356	16.093
1956	388	13.564
1956	422	12.233
1956	459	10.695
1956	500	8.775
200	100	5.713
200	109	4.456
200	118	4.047
200	129	3.97
200	140	3.907
200	153	3.9
200	166	3.871
200	181	3.897
200	197	3.76
200	214	3.603
200	233	3.555
200	254	3.373
200	276	3.187
200	301	2.969
200	327	2.734
200	356	2.587
200	388	2.391
200	422	2.016
200	459	1.846
200	500	1.651
2256	100	18.483
2256	109	18.449
2256	118	18.399
2256	129	17.969
2256	140	17.767
2256	153	17.419
2256	166	17.453
2256	181	16.645
2256	197	16.424
2256	214	15.557
2256	233	15.084
2256	254	14.788
2256	276	14.037
2256	301	13.285
2256	327	12.182
2256	356	11.502
2256	388	10.256
2256	422	9.101
2256	459	8.262
2256	500	7.193
231	100	28.03
231	109	11.749
231	118	4.499
231	129	3.637
231	140	3.458
231	153	3.286
231	166	3.172
231	181	3.08
231	197	3.012
231	214	2.844
231	233	2.835
231	254	2.648
231	276	2.528
231	301	2.294
231	327	2.102
231	356	1.978
231	388	1.824
231	422	1.608
