1008	100	374.133
1008	109	320.138
1008	119	297.958
1008	129	242.186
1008	140	226.218
1008	153	192.71
1008	166	161.661
1008	181	129.408
1008	197	106.206
1008	214	83.173
1008	233	63.571
1008	254	46.592
1008	276	32.875
1008	301	19.273
1008	327	10.127
1008	356	3.957
1008	388	0.946
1008	422	0.079
1008	459	0.001
1008	500	0.0
1138	100	531.115
1138	109	437.99
1138	119	380.944
1138	129	346.603
1138	140	306.749
1138	153	265.822
1138	166	216.296
1138	181	187.3
1138	197	157.519
1138	214	128.042
1138	233	98.913
1138	254	76.994
1138	276	60.193
1138	301	42.133
1138	327	28.003
1138	356	16.13
1138	388	7.168
1138	422	2.317
1138	459	0.381
1138	500	0.008
1284	100	733.688
1284	109	624.913
1284	119	571.016
1284	129	487.546
1284	140	445.142
1284	153	375.697
1284	166	328.707
1284	181	273.88
1284	197	223.164
1284	214	176.77
1284	233	142.675
1284	254	115.977
1284	276	92.626
1284	301	68.615
1284	327	50.354
1284	356	35.628
1284	388	22.694
1284	422	12.047
1284	459	4.795
1284	500	1.113
1450	100	919.779
1450	109	818.514
1450	119	748.395
1450	129	657.276
1450	140	589.831
1450	153	535.112
1450	166	449.158
1450	181	379.847
1450	197	318.861
1450	214	266.526
1450	233	215.509
1450	254	176.979
1450	276	133.913
1450	301	104.637
1450	327	81.356
1450	356	58.277
1450	388	42.458
1450	422	28.488
1450	459	16.504
1450	500	8.197
1637	100	1045.363
1637	109	924.942
1637	119	853.979
1637	129	767.088
1637	140	697.797
1637	153	617.48
1637	166	562.467
1637	181	481.335
1637	197	418.421
1637	214	353.583
1637	233	297.182
1637	254	247.043
1637	276	200.193
1637	301	151.672
1637	327	122.248
1637	356	90.849
1637	388	66.573
1637	422	47.641
1637	459	31.974
1637	500	20.096
1848	100	1050.131
1848	109	950.154
1848	119	864.034
1848	129	789.74
1848	140	736.64
1848	153	659.117
1848	166	592.968
1848	181	534.933
1848	197	470.406
1848	214	400.517
1848	233	353.606
1848	254	294.934
1848	276	252.109
1848	301	201.954
1848	327	167.357
1848	356	128.469
1848	388	96.316
1848	422	71.859
1848	459	52.628
1848	500	36.449
2086	100	863.464
2086	109	821.179
2086	119	754.215
2086	129	696.581
2086	140	655.564
2086	153	617.21
2086	166	549.95
2086	181	500.446
2086	197	456.632
2086	214	398.531
2086	233	352.262
2086	254	306.824
2086	276	269.972
2086	301	224.425
2086	327	189.576
2086	356	153.501
2086	388	121.566
2086	422	95.914
2086	459	70.848
2086	500	52.614
2354	100	629.612
2354	109	580.923
2354	119	580.26
2354	129	547.238
2354	140	507.772
2354	153	472.368
2354	166	454.15
2354	181	408.144
2354	197	378.429
2354	214	335.951
2354	233	304.265
2354	254	275.01
2354	276	240.351
2354	301	208.679
2354	327	181.79
2354	356	150.672
2354	388	126.093
2354	422	104.865
2354	459	83.394
2354	500	65.743
2658	100	376.551
2658	109	365.31
2658	119	356.398
2658	129	342.917
2658	140	335.127
2658	153	320.073
2658	166	301.451
2658	181	282.633
2658	197	268.291
2658	214	247.039
2658	233	229.289
2658	254	206.711
2658	276	189.968
2658	301	169.135
2658	327	151.029
2658	356	131.978
2658	388	111.553
2658	422	95.941
2658	459	80.276
2658	500	63.759
3000	100	199.927
3000	109	199.838
3000	119	191.49
3000	129	185.842
3000	140	187.258
3000	153	184.86
3000	166	172.418
3000	181	170.084
3000	197	160.666
3000	214	149.874
3000	233	145.485
3000	254	132.949
3000	276	127.152
3000	301	114.817
3000	327	104.852
3000	356	95.406
3000	388	83.451
3000	422	73.446
3000	459	63.504
3000	500	53.011
300	100	0.276
300	109	0.084
300	119	0.012
300	129	0.0
300	140	0.0
300	153	0.0
300	166	0.0
300	181	0.001
300	197	0.003
300	214	0.005
300	233	0.005
300	254	0.003
300	276	0.003
300	301	0.002
300	327	0.001
300	356	0.001
300	388	0.001
300	422	0.0
300	459	0.0
300	500	0.0
339	100	1.648
339	109	0.746
339	119	0.241
339	129	0.054
339	140	0.005
339	153	0.0
339	166	0.0
339	181	0.0
339	197	0.001
339	214	0.002
339	233	0.005
339	254	0.005
339	276	0.004
339	301	0.003
339	327	0.002
339	356	0.001
339	388	0.001
339	422	0.001
339	459	0.0
339	500	0.0
382	100	5.498
382	109	3.039
382	119	1.447
382	129	0.602
382	140	0.158
382	153	0.023
382	166	0.001
382	181	0.0
382	197	0.0
382	214	0.0
382	233	0.002
382	254	0.004
382	276	0.005
382	301	0.004
382	327	0.003
382	356	0.002
382	388	0.002
382	422	0.001
382	459	0.001
382	500	0.0
432	100	13.838
432	109	9.432
432	119	5.857
432	129	3.062
432	140	1.468
432	153	0.442
432	166	0.086
432	181	0.005
432	197	0.0
432	214	0.0
432	233	0.0
432	254	0.001
432	276	0.004
432	301	0.006
432	327	0.005
432	356	0.004
432	388	0.002
432	422	0.002
432	459	0.001
432	500	0.001
487	100	29.854
487	109	21.752
487	119	16.138
487	129	10.248
487	140	6.034
487	153	2.979
487	166	1.078
487	181	0.268
487	197	0.033
487	214	0.001
487	233	0.0
487	254	0.0
487	276	0.001
487	301	0.003
487	327	0.006
487	356	0.005
487	388	0.004
487	422	0.003
487	459	0.002
487	500	0.001
550	100	55.259
550	109	43.786
550	119	33.85
550	129	24.099
550	140	17.14
550	153	10.702
550	166	5.775
550	181	2.317
550	197	0.698
550	214	0.125
550	233	0.008
550	254	0.0
550	276	0.0
550	301	0.0
550	327	0.002
550	356	0.006
550	388	0.006
550	422	0.004
550	459	0.003
550	500	0.002
621	100	93.262
621	109	76.862
621	119	58.98
621	129	50.706
621	140	38.541
621	153	26.914
621	166	18.224
621	181	9.986
621	197	4.506
621	214	1.749
621	233	0.435
621	254	0.05
621	276	0.001
621	301	0.0
621	327	0.0
621	356	0.002
621	388	0.005
621	422	0.006
621	459	0.005
621	500	0.003
701	100	140.228
701	109	119.426
701	119	103.779
701	129	83.513
701	140	71.18
701	153	54.371
701	166	40.834
701	181	25.639
701	197	16.134
701	214	8.94
701	233	3.571
701	254	1.245
701	276	0.208
701	301	0.008
701	327	0.0
701	356	0.0
701	388	0.001
701	422	0.004
701	459	0.006
701	500	0.005
791	100	211.67
791	109	175.485
791	119	150.507
791	129	129.332
791	140	113.697
791	153	86.744
791	166	71.906
791	181	54.103
791	197	36.83
791	214	24.752
791	233	14.962
791	254	7.601
791	276	3.004
791	301	0.686
791	327	0.065
791	356	0.001
791	388	0.0
791	422	0.0
791	459	0.003
791	500	0.006
893	100	277.651
893	109	241.063
893	119	208.815
893	129	188.528
893	140	154.659
893	153	131.164
893	166	113.436
893	181	87.793
893	197	69.04
893	214	50.294
893	233	35.814
893	254	23.074
893	276	13.39
893	301	5.788
893	327	1.813
893	356	0.287
893	388	0.009
893	422	0.0
893	459	0.0
893	500	0.002
