1106	100	67.039
1106	109	64.04
1106	118	64.747
1106	129	61.837
1106	140	59.992
1106	153	58.954
1106	166	55.613
1106	181	54.465
1106	197	51.54
1106	214	49.15
1106	233	46.073
1106	254	43.422
1106	276	40.154
1106	301	37.198
1106	327	32.399
1106	356	28.494
1106	388	23.205
1106	422	18.354
1106	459	12.454
1106	500	5.958
1276	100	68.565
1276	109	68.822
1276	118	65.709
1276	129	60.731
1276	140	57.909
1276	153	56.673
1276	166	54.017
1276	181	50.936
1276	197	45.936
1276	214	45.349
1276	233	42.082
1276	254	38.122
1276	276	35.511
1276	301	32.693
1276	327	28.913
1276	356	25.913
1276	388	23.222
1276	422	19.939
1276	459	16.136
1276	500	11.948
1471	100	64.894
1471	109	64.54
1471	118	61.709
1471	129	61.04
1471	140	57.952
1471	153	55.54
1471	166	52.163
1471	181	48.691
1471	197	47.223
1471	214	43.1
1471	233	40.655
1471	254	36.893
1471	276	32.546
1471	301	28.933
1471	327	26.609
1471	356	23.26
1471	388	20.102
1471	422	18.3
1471	459	15.473
1471	500	13.166
1696	100	55.125
1696	109	51.941
1696	118	51.638
1696	129	51.0
1696	140	49.646
1696	153	46.657
1696	166	45.094
1696	181	44.691
1696	197	40.67
1696	214	39.216
1696	233	36.03
1696	254	33.348
1696	276	29.967
1696	301	27.375
1696	327	24.593
1696	356	21.547
1696	388	18.34
1696	422	15.463
1696	459	13.542
1696	500	11.472
1956	100	37.685
1956	109	38.701
1956	118	37.388
1956	129	37.637
1956	140	35.765
1956	153	34.95
1956	166	34.494
1956	181	33.18
1956	197	32.196
1956	214	31.302
1956	233	28.734
1956	254	27.317
1956	276	25.588
1956	301	23.005
1956	327	21.03
1956	356	19.395
1956	388	16.805
1956	422	14.799
1956	459	12.652
1956	500	10.242
200	100	6.631
200	109	5.152
200	118	4.906
200	129	4.805
200	140	4.715
200	153	4.725
200	166	4.736
200	181	4.573
200	197	4.617
200	214	4.514
200	233	4.451
200	254	4.121
200	276	3.868
200	301	3.695
200	327	3.531
200	356	3.127
200	388	2.918
200	422	2.666
200	459	2.3
200	500	1.99
2256	100	24.47
2256	109	24.099
2256	118	24.075
2256	129	23.948
2256	140	23.195
2256	153	22.795
2256	166	22.211
2256	181	21.872
2256	197	20.916
2256	214	20.443
2256	233	19.382
2256	254	18.852
2256	276	17.653
2256	301	16.54
2256	327	15.584
2256	356	14.181
2256	388	12.851
2256	422	11.418
2256	459	10.485
2256	500	8.925
231	100	31.314
231	109	13.959
231	118	5.257
231	129	4.481
231	140	4.119
231	153	3.875
231	166	3.727
231	181	3.737
231	197	3.624
231	214	3.631
231	233	3.447
231	254	3.183
231	276	3.111
231	301	2.844
231	327	2.723
231	356	2.452
231	388	2.232
231	422	2.006
231	459	1.791
231	500	1.51
2601	100	13.475
2601	109	13.564
2601	118	13.314
2601	129	12.909
2601	140	13.193
2601	153	12.774
2601	166	12.524
2601	181	12.295
2601	197	12.203
2601	214	12.08
2601	233	11.447
2601	254	10.944
2601	276	10.926
2601	301	10.161
2601	327	9.756
2601	356	9.1
2601	388	8.389
2601	422	7.783
2601	459	7.069
2601	500	6.286
266	100	61.771
266	109	43.519
266	118	27.076
266	129	8.942
266	140	4.173
266	153	3.591
266	166	3.232
266	181	3.269
266	197	2.998
266	214	2.873
266	233	2.794
266	254	2.543
266	276	2.401
266	301	2.303
266	327	2.115
266	356	1.865
266	388	1.716
266	422	1.51
266	459	1.397
266	500	1.189
3000	100	6.561
3000	109	6.702
3000	118	6.454
3000	129	6.494
3000	140	6.296
3000	153	6.322
3000	166	6.216
3000	181	6.084
3000	197	6.052
3000	214	6.029
3000	233	5.816
3000	254	5.645
3000	276	5.476
3000	301	5.261
3000	327	5.147
3000	356	4.926
3000	388	4.614
3000	422	4.311
3000	459	4.065
3000	500	3.74
307	100	86.855
307	109	72.879
307	118	57.344
307	129	37.756
307	140	19.77
307	153	5.131
307	166	3.374
307	181	2.933
307	197	2.667
307	214	2.422
307	233	2.324
307	254	2.121
307	276	1.941
307	301	1.823
307	327	1.675
307	356	1.521
307	388	1.357
307	422	1.209
307	459	1.043
307	500	0.92
354	100	96.998
354	109	89.756
354	118	76.803
354	129	62.311
354	140	48.67
354	153	29.81
354	166	13.355
354	181	3.617
354	197	2.641
354	214	2.254
354	233	2.003
354	254	1.823
354	276	1.655
354	301	1.491
354	327	1.355
354	356	1.215
354	388	1.089
354	422	0.976
354	459	0.834
354	500	0.711
408	100	103.905
408	109	95.902
408	118	85.386
408	129	80.275
408	140	66.871
408	153	52.314
408	166	37.645
408	181	22.142
408	197	7.179
408	214	2.621
408	233	2.001
408	254	1.64
408	276	1.424
408	301	1.281
408	327	1.149
408	356	0.98
408	388	0.866
408	422	0.784
408	459	0.671
408	500	0.574
470	100	107.771
470	109	102.408
470	118	96.248
470	129	88.168
470	140	82.725
470	153	71.6
470	166	58.799
470	181	45.666
470	197	30.475
470	214	15.368
470	233	3.973
470	254	1.961
470	276	1.469
470	301	1.156
470	327	0.99
470	356	0.873
470	388	0.725
470	422	0.648
470	459	0.56
470	500	0.47
542	100	107.414
542	109	104.061
542	118	100.648
542	129	94.926
542	140	92.38
542	153	79.409
542	166	71.109
542	181	62.041
542	197	51.085
542	214	38.748
542	233	24.317
542	254	9.602
542	276	2.267
542	301	1.378
542	327	1.012
542	356	0.799
542	388	0.685
542	422	0.539
542	459	0.474
542	500	0.385
625	100	107.247
625	109	99.796
625	118	95.94
625	129	90.501
625	140	88.917
625	153	84.269
625	166	76.914
625	181	72.718
625	197	63.287
625	214	54.732
625	233	44.216
625	254	30.037
625	276	17.461
625	301	5.308
625	327	1.463
625	356	0.925
625	388	0.652
625	422	0.53
625	459	0.43
625	500	0.347
721	100	95.551
721	109	90.913
721	118	89.313
721	129	86.537
721	140	84.845
721	153	80.564
721	166	77.181
721	181	75.077
721	197	68.209
721	214	61.254
721	233	54.058
721	254	43.644
721	276	33.788
721	301	21.99
721	327	11.681
721	356	2.635
721	388	0.891
721	422	0.602
721	459	0.424
721	500	0.326
832	100	84.502
832	109	82.957
832	118	81.89
832	129	80.195
832	140	78.476
832	153	74.273
832	166	73.412
832	181	69.31
832	197	67.462
832	214	60.684
832	233	54.502
832	254	49.128
832	276	42.953
832	301	35.663
832	327	26.689
832	356	16.452
832	388	6.61
832	422	1.15
832	459	0.563
832	500	0.359
959	100	75.403
959	109	69.947
959	118	71.111
959	129	69.413
959	140	68.972
959	153	65.638
959	166	64.492
959	181	61.157
959	197	58.937
959	214	55.417
959	233	50.858
959	254	47.543
